Fecha,Estacion,Hora,Pasajeros,Tiempo_espera_min,Puntual,Clima,Demanda_alta,Es_hora_pico
2024-04-07,Est_5,21,74,7.2857495196686,1,Lluvia,0,No
2024-04-07,Est_6,6,128,4.196054832328928,1,Soleado,1,Si
2024-04-07,Est_6,9,85,8.212086697421718,0,Soleado,0,No
2024-04-07,Est_6,12,75,5.419476371280469,1,Soleado,0,No
2024-04-07,Est_6,15,94,5.39829561763121,1,Nublado,0,No
2024-04-07,Est_6,18,136,4.843326172193793,1,Soleado,1,Si
2024-04-07,Est_6,21,91,6.746767415214984,0,Lluvia,0,No
2024-04-07,Est_7,6,123,6.462796444673645,1,Nublado,1,Si
2024-04-07,Est_7,9,80,7.751641254909768,1,Soleado,0,No
2024-04-07,Est_7,12,88,6.793827228058462,1,Nublado,0,No
2024-04-07,Est_7,15,82,8.429311820804408,1,Nublado,0,No
2024-04-07,Est_7,18,104,8.25641407624672,1,Nublado,1,Si
2024-04-07,Est_7,21,87,6.736171281351495,1,Soleado,0,No
2024-04-07,Est_8,6,112,4.082346363642072,1,Soleado,1,Si
2024-04-07,Est_8,9,79,6.944444804427382,1,Soleado,0,No
2024-04-07,Est_8,12,72,6.536186384425205,1,Nublado,0,No
2024-04-07,Est_8,15,80,5.871765391614125,1,Soleado,0,No
2024-04-07,Est_8,18,102,4.521419096500073,1,Lluvia,1,Si
2024-04-07,Est_8,21,80,5.805961214794767,1,Soleado,0,No
2024-04-07,Est_9,6,112,2.2952904856160825,1,Nublado,1,Si
2024-04-07,Est_9,9,83,4.623796085491765,1,Lluvia,0,No
2024-04-07,Est_9,12,89,6.2754084224748405,1,Soleado,0,No
2024-04-07,Est_9,15,83,7.220189517978324,1,Soleado,0,No
2024-04-07,Est_9,18,119,4.6833046417584585,1,Soleado,1,Si
2024-04-07,Est_9,21,65,5.519230709273224,1,Nublado,0,No
2024-04-07,Est_10,6,126,4.852117801573607,1,Lluvia,1,Si
2024-04-07,Est_10,9,83,7.028274434417272,1,Soleado,0,No
2024-04-07,Est_10,12,94,5.284410689019008,0,Soleado,0,No
2024-04-07,Est_10,15,74,7.162839558664785,1,Soleado,0,No
2024-04-07,Est_10,18,105,6.898561761297051,1,Lluvia,1,Si
2024-04-07,Est_10,21,85,5.7007377276782485,1,Soleado,0,No
2024-04-08,Est_1,6,114,7.088697950096494,1,Lluvia,1,Si
2024-04-08,Est_1,9,95,6.6249302281015705,1,Nublado,0,No
2024-04-08,Est_1,12,77,8.548819306512486,1,Soleado,0,No
2024-04-08,Est_1,15,78,8.690057705241376,1,Soleado,0,No
2024-04-08,Est_1,18,107,6.965463119179413,1,Soleado,1,Si
2024-04-08,Est_1,21,78,9.093525716184937,1,Nublado,0,No
2024-04-08,Est_2,6,116,4.96039136456161,1,Soleado,1,Si
2024-04-08,Est_2,9,80,7.42024173822941,1,Lluvia,0,No
2024-04-08,Est_2,12,77,6.867455561191997,1,Soleado,0,No
2024-04-08,Est_2,15,87,6.444983455176809,1,Lluvia,0,No
2024-04-08,Est_2,18,105,6.045431606766103,1,Lluvia,1,Si
2024-04-08,Est_2,21,103,6.499270765365985,1,Soleado,1,No
2024-04-08,Est_3,6,121,7.598772499227637,1,Lluvia,1,Si
2024-04-08,Est_3,9,78,10.34695021928895,1,Soleado,0,No
2024-04-08,Est_3,12,61,4.031050284436319,1,Soleado,0,No
2024-04-08,Est_3,15,78,8.121865384176301,1,Soleado,0,No
2024-04-08,Est_3,18,124,3.1556756083213746,1,Soleado,1,Si
2024-04-08,Est_3,21,79,7.745048834854782,1,Lluvia,0,No
2024-04-08,Est_4,6,138,6.628679487409021,1,Nublado,1,Si
2024-04-08,Est_4,9,68,7.146974730206344,1,Lluvia,0,No
2024-04-08,Est_4,12,99,7.56565059085328,1,Lluvia,0,No
2024-04-08,Est_4,15,82,6.956105779472533,1,Soleado,0,No
2024-04-08,Est_4,18,129,1.796488679031957,1,Lluvia,1,Si
2024-04-08,Est_4,21,90,11.70662280048999,1,Lluvia,0,No
2024-04-08,Est_5,6,109,4.707637579470979,1,Lluvia,1,Si
2024-04-08,Est_5,9,79,8.700655145300598,1,Lluvia,0,No
2024-04-08,Est_5,12,85,5.840683498264586,1,Soleado,0,No
2024-04-08,Est_5,15,89,7.610578430686803,1,Lluvia,0,No
2024-04-08,Est_5,18,126,6.087643680271996,1,Soleado,1,Si
2024-04-08,Est_5,21,87,7.774267430672437,1,Nublado,0,No
2024-04-08,Est_6,6,133,4.96021811112641,0,Soleado,1,Si
2024-04-08,Est_6,9,78,5.677188023158424,1,Soleado,0,No
2024-04-08,Est_6,12,81,7.001808213043336,1,Nublado,0,No
2024-04-08,Est_6,15,60,5.7743670533977145,1,Soleado,0,No
2024-04-08,Est_6,18,111,6.244212262897623,1,Soleado,1,Si
2024-04-08,Est_6,21,72,6.709260791840794,1,Nublado,0,No
2024-04-08,Est_7,6,115,0.470731766268762,1,Nublado,1,Si
2024-04-08,Est_7,9,64,7.2757743171305425,1,Nublado,0,No
2024-04-08,Est_7,12,89,8.59031486124832,1,Nublado,0,No
2024-04-08,Est_7,15,74,11.139490058366617,1,Soleado,0,No
2024-04-08,Est_7,18,124,3.7663701014266993,0,Nublado,1,Si
2024-04-08,Est_7,21,59,8.681546000986707,1,Soleado,0,No
2024-04-08,Est_8,6,132,6.237647397001452,1,Soleado,1,Si
2024-04-08,Est_8,9,76,5.699304676433649,1,Soleado,0,No
2024-04-08,Est_8,12,78,7.5856972748933345,0,Nublado,0,No
2024-04-08,Est_8,15,80,6.845167370601256,1,Nublado,0,No
2024-04-08,Est_8,18,127,5.132986386442156,1,Soleado,1,Si
2024-04-08,Est_8,21,88,7.295973561108394,0,Soleado,0,No
2024-04-08,Est_9,6,147,2.834217775799688,1,Soleado,1,Si
2024-04-08,Est_9,9,76,3.555728570294143,1,Soleado,0,No
2024-04-08,Est_9,12,89,7.933310716065103,1,Lluvia,0,No
2024-04-08,Est_9,15,72,5.291750323328847,1,Soleado,0,No
2024-04-08,Est_9,18,106,3.695505378087959,1,Soleado,1,Si
2024-04-08,Est_9,21,86,8.688152176622154,1,Soleado,0,No
2024-04-08,Est_10,6,116,5.061378763093582,1,Lluvia,1,Si
2024-04-08,Est_10,9,76,5.496718816327791,1,Soleado,0,No
2024-04-08,Est_10,12,80,10.618923132419374,0,Soleado,0,No
2024-04-08,Est_10,15,85,8.176906431847035,1,Nublado,0,No
2024-04-08,Est_10,18,105,6.00929185395023,1,Soleado,1,Si
2024-04-08,Est_10,21,88,7.887721200612067,1,Soleado,0,No
2024-04-09,Est_1,6,133,5.260012496555612,1,Soleado,1,Si
2024-04-09,Est_1,9,77,7.36592979686275,0,Soleado,0,No
2024-04-09,Est_1,12,73,6.736218393351893,0,Lluvia,0,No
2024-04-09,Est_1,15,98,9.492205248592027,1,Nublado,0,No
2024-04-09,Est_1,18,149,3.109752852241129,1,Soleado,1,Si
2024-04-09,Est_1,21,83,6.075457887940784,1,Soleado,0,No
2024-04-09,Est_2,6,131,7.37081102985256,1,Soleado,1,Si
2024-04-09,Est_2,9,95,5.477358712258197,1,Lluvia,0,No
2024-04-09,Est_2,12,86,5.747285647554966,1,Lluvia,0,No
2024-04-09,Est_2,15,81,10.13430808254216,1,Nublado,0,No
2024-04-09,Est_2,18,101,4.729412477356388,1,Soleado,1,Si
2024-04-09,Est_2,21,58,9.059272712014796,1,Soleado,0,No
2024-04-09,Est_3,6,133,2.6028134721743785,1,Nublado,1,Si
2024-04-09,Est_3,9,64,7.693258999122914,1,Soleado,0,No
2024-04-09,Est_3,12,87,9.706522164680116,1,Nublado,0,No
2024-04-09,Est_3,15,84,6.713644312409052,1,Nublado,0,No
2024-04-09,Est_3,18,120,3.124388399045424,1,Lluvia,1,Si
2024-04-09,Est_3,21,86,7.90677298953305,1,Soleado,0,No
2024-04-09,Est_4,6,119,4.462489771968166,1,Lluvia,1,Si
2024-04-09,Est_4,9,87,6.028687291547262,1,Nublado,0,No
2024-04-09,Est_4,12,82,5.973055261359994,1,Soleado,0,No
2024-04-09,Est_4,15,84,8.185938398744153,1,Lluvia,0,No
2024-04-09,Est_4,18,103,4.389445530609829,1,Nublado,1,Si
2024-04-09,Est_4,21,78,8.029477685435051,1,Nublado,0,No
2024-04-09,Est_5,6,113,4.71631941383445,1,Soleado,1,Si
2024-04-09,Est_5,9,80,8.382475167886689,1,Soleado,0,No
2024-04-09,Est_5,12,75,3.0936792150592987,1,Lluvia,0,No
2024-04-09,Est_5,15,75,7.298422220194742,1,Nublado,0,No
2024-04-09,Est_5,18,107,2.3321186239902247,1,Soleado,1,Si
2024-04-09,Est_5,21,68,7.479477738878466,0,Soleado,0,No
2024-04-09,Est_6,6,121,3.369131091705796,1,Soleado,1,Si
2024-04-09,Est_6,9,72,5.371262306672222,1,Lluvia,0,No
2024-04-09,Est_6,12,78,8.79116410457106,1,Soleado,0,No
2024-04-09,Est_6,15,77,5.528251703290477,1,Lluvia,0,No
2024-04-09,Est_6,18,129,7.608349495696368,0,Nublado,1,Si
2024-04-09,Est_6,21,86,8.468287076172693,1,Nublado,0,No
2024-04-09,Est_7,6,145,5.975675138804209,1,Nublado,1,Si
2024-04-09,Est_7,9,87,4.7453795473602725,1,Nublado,0,No
2024-04-09,Est_7,12,76,7.801758472720826,1,Soleado,0,No
2024-04-09,Est_7,15,95,8.331483138810754,1,Lluvia,0,No
2024-04-09,Est_7,18,112,4.162547369080954,1,Lluvia,1,Si
2024-04-09,Est_7,21,91,5.349768650542458,1,Nublado,0,No
2024-04-09,Est_8,6,144,3.3624486857910285,1,Nublado,1,Si
2024-04-09,Est_8,9,77,6.419350446288399,1,Soleado,0,No
2024-04-09,Est_8,12,78,8.33557474527968,1,Lluvia,0,No
2024-04-09,Est_8,15,60,7.86280752415985,1,Lluvia,0,No
2024-04-09,Est_8,18,108,1.7699856201931334,1,Lluvia,1,Si
2024-04-09,Est_8,21,70,8.645729067630544,1,Lluvia,0,No
2024-04-09,Est_9,6,126,6.0253539848007165,1,Lluvia,1,Si
2024-04-09,Est_9,9,94,4.951066433199198,1,Soleado,0,No
2024-04-09,Est_9,12,81,5.455942737726893,1,Soleado,0,No
2024-04-09,Est_9,15,86,4.970994571234698,0,Nublado,0,No
2024-04-09,Est_9,18,113,3.325213340077011,0,Soleado,1,Si
2024-04-09,Est_9,21,99,8.853717430010407,1,Nublado,0,No
2024-04-09,Est_10,6,109,4.379802258315086,1,Soleado,1,Si
2024-04-09,Est_10,9,78,7.3904207598743294,0,Nublado,0,No
2024-04-09,Est_10,12,67,8.33529761668718,1,Soleado,0,No
2024-04-09,Est_10,15,77,8.552874002085629,1,Soleado,0,No
2024-04-09,Est_10,18,112,5.310900994098416,1,Soleado,1,Si
2024-04-09,Est_10,21,74,7.104016505554376,1,Nublado,0,No
2024-04-10,Est_1,6,125,6.217094831737388,1,Nublado,1,Si
2024-04-10,Est_1,9,75,5.277605066871073,1,Lluvia,0,No
2024-04-10,Est_1,12,99,7.827214412859285,1,Nublado,0,No
2024-04-10,Est_1,15,85,7.510883824600745,1,Soleado,0,No
2024-04-10,Est_1,18,123,5.858086162571216,1,Lluvia,1,Si
2024-04-10,Est_1,21,71,6.906713474501034,1,Soleado,0,No
2024-04-10,Est_2,6,103,4.802791106492498,1,Soleado,1,Si
2024-04-10,Est_2,9,86,8.23907075716226,1,Nublado,0,No
2024-04-10,Est_2,12,84,6.245537844172985,1,Lluvia,0,No
2024-04-10,Est_2,15,87,7.39523082299659,1,Soleado,0,No
2024-04-10,Est_2,18,112,4.899232564925967,1,Nublado,1,Si
2024-04-10,Est_2,21,85,5.926360016333872,1,Lluvia,0,No
2024-04-10,Est_3,6,131,5.113932901874131,1,Nublado,1,Si
2024-04-10,Est_3,9,87,8.114023627539584,1,Soleado,0,No
2024-04-10,Est_3,12,77,8.609467071649018,1,Soleado,0,No
2024-04-10,Est_3,15,93,10.54580874192904,1,Soleado,0,No
2024-04-10,Est_3,18,124,4.09120876886166,1,Nublado,1,Si
2024-04-10,Est_3,21,97,9.579066859310943,1,Soleado,0,No
2024-04-10,Est_4,6,118,5.038082630813615,0,Soleado,1,Si
2024-04-10,Est_4,9,96,4.120490265703515,1,Soleado,0,No
2024-04-10,Est_4,12,84,6.581555604502287,0,Soleado,0,No
2024-04-10,Est_4,15,84,6.5803597472562485,1,Nublado,0,No
2024-04-10,Est_4,18,104,3.3722742101633028,1,Nublado,1,Si
2024-04-10,Est_4,21,76,5.761884205031567,1,Nublado,0,No
2024-04-10,Est_5,6,114,4.811818609995649,1,Nublado,1,Si
2024-04-10,Est_5,9,98,7.4918192862390365,1,Soleado,0,No
2024-04-10,Est_5,12,81,7.551222498211457,1,Lluvia,0,No
2024-04-10,Est_5,15,91,6.529705470741403,1,Nublado,0,No
2024-04-10,Est_5,18,107,5.833268969513372,1,Soleado,1,Si
2024-04-10,Est_5,21,70,5.621970232770859,1,Nublado,0,No
2024-04-10,Est_6,6,120,3.935630217876241,1,Soleado,1,Si
2024-04-10,Est_6,9,80,5.112242633986998,1,Soleado,0,No
2024-04-10,Est_6,12,77,8.532074943144098,1,Soleado,0,No
2024-04-10,Est_6,15,81,10.132664159304888,1,Soleado,0,No
2024-04-10,Est_6,18,120,5.491731759264628,1,Soleado,1,Si
2024-04-10,Est_6,21,83,8.386405209306744,1,Soleado,0,No
2024-04-10,Est_7,6,126,6.287676674984998,1,Nublado,1,Si
2024-04-10,Est_7,9,78,6.64806914506388,1,Soleado,0,No
2024-04-10,Est_7,12,79,9.196265858128656,1,Soleado,0,No
2024-04-10,Est_7,15,86,8.495288160198712,1,Lluvia,0,No
2024-04-10,Est_7,18,133,6.644703850716326,1,Soleado,1,Si
2024-04-10,Est_7,21,79,6.061484068755681,1,Lluvia,0,No
2024-04-10,Est_8,6,137,6.272646323307927,1,Soleado,1,Si
2024-04-10,Est_8,9,84,3.629665999023092,1,Lluvia,0,No
2024-04-10,Est_8,12,81,6.046956416761556,1,Soleado,0,No
2024-04-10,Est_8,15,76,5.215500011364458,1,Nublado,0,No
2024-04-10,Est_8,18,127,5.977282987009259,1,Soleado,1,Si
2024-04-10,Est_8,21,89,5.293471494362775,1,Soleado,0,No
2024-04-10,Est_9,6,129,6.056759809737085,1,Nublado,1,Si
2024-04-10,Est_9,9,69,8.183585031063279,1,Nublado,0,No
2024-04-10,Est_9,12,70,7.4448633177111425,1,Nublado,0,No
2024-04-10,Est_9,15,82,7.694777192901377,1,Nublado,0,No
2024-04-10,Est_9,18,124,7.713959524599665,1,Soleado,1,Si
2024-04-10,Est_9,21,75,6.67293115691144,1,Soleado,0,No
2024-04-10,Est_10,6,137,3.6383657297796193,1,Nublado,1,Si
2024-04-10,Est_10,9,88,9.278925885462654,1,Soleado,0,No
2024-04-10,Est_10,12,98,5.236608091562722,1,Nublado,0,No
2024-04-10,Est_10,15,72,5.657395236585093,1,Nublado,0,No
2024-04-10,Est_10,18,131,3.954842272355638,0,Nublado,1,Si
2024-04-10,Est_10,21,76,7.87303985062709,0,Soleado,0,No
2024-04-11,Est_1,6,111,5.143016299161962,1,Lluvia,1,Si
2024-04-11,Est_1,9,93,6.604827675876626,1,Lluvia,0,No
2024-04-11,Est_1,12,73,8.135183019980474,1,Lluvia,0,No
2024-04-11,Est_1,15,73,7.918703191020404,1,Soleado,0,No
2024-04-11,Est_1,18,130,6.622650091509243,1,Soleado,1,Si
2024-04-11,Est_1,21,87,5.031671209852891,1,Soleado,0,No
2024-04-11,Est_2,6,132,8.018405668551148,1,Nublado,1,Si
2024-04-11,Est_2,9,87,8.535564319160471,1,Soleado,0,No
2024-04-11,Est_2,12,72,7.551473939487132,1,Lluvia,0,No
2024-04-11,Est_2,15,89,3.849960238522564,1,Soleado,0,No
2024-04-11,Est_2,18,119,3.411638619415099,1,Soleado,1,Si
2024-04-11,Est_2,21,80,9.222495103693898,1,Nublado,0,No
2024-04-11,Est_3,6,112,6.846311769732102,1,Nublado,1,Si
2024-04-11,Est_3,9,79,9.527521418062763,1,Soleado,0,No
2024-04-11,Est_3,12,83,7.622298250542865,1,Nublado,0,No
2024-04-11,Est_3,15,80,7.694932795177159,1,Nublado,0,No
2024-04-11,Est_3,18,123,4.301291646322756,0,Soleado,1,Si
2024-04-11,Est_3,21,65,6.773743432649957,1,Lluvia,0,No
2024-04-11,Est_4,6,125,5.944294376332716,1,Lluvia,1,Si
2024-04-11,Est_4,9,93,5.793526360510011,1,Soleado,0,No
2024-04-11,Est_4,12,91,6.225355534168642,1,Lluvia,0,No
2024-04-11,Est_4,15,65,6.705300124857854,0,Soleado,0,No
2024-04-11,Est_4,18,111,4.263269379286843,1,Soleado,1,Si
2024-04-11,Est_4,21,74,6.572686759945494,1,Soleado,0,No
2024-04-11,Est_5,6,111,3.845005900703814,1,Soleado,1,Si
2024-04-11,Est_5,9,72,5.055825003625158,1,Soleado,0,No
2024-04-11,Est_5,12,91,6.952841244437836,1,Nublado,0,No
2024-04-11,Est_5,15,89,5.727357048713778,1,Nublado,0,No
2024-04-11,Est_5,18,107,4.85680362936639,0,Soleado,1,Si
2024-04-11,Est_5,21,75,4.335630499800322,0,Soleado,0,No
2024-04-11,Est_6,6,119,7.748835565218803,1,Lluvia,1,Si
2024-04-11,Est_6,9,75,8.2212276431774,1,Lluvia,0,No
2024-04-11,Est_6,12,93,6.926654224788842,1,Soleado,0,No
2024-04-11,Est_6,15,79,4.892215229794637,1,Lluvia,0,No
2024-04-11,Est_6,18,117,7.344333152762297,1,Soleado,1,Si
2024-04-11,Est_6,21,100,6.589010377256043,1,Nublado,0,No
2024-04-11,Est_7,6,120,5.443436733120643,1,Nublado,1,Si
2024-04-11,Est_7,9,69,4.725036175868813,1,Soleado,0,No
2024-04-11,Est_7,12,72,6.177596807612384,1,Lluvia,0,No
2024-04-11,Est_7,15,82,8.250000867670462,1,Nublado,0,No
2024-04-11,Est_7,18,116,6.769587812541065,1,Soleado,1,Si
2024-04-11,Est_7,21,85,7.291161446430037,1,Lluvia,0,No
2024-04-11,Est_8,6,111,5.802226004518865,1,Soleado,1,Si
2024-04-11,Est_8,9,79,8.843470753733593,0,Soleado,0,No
2024-04-11,Est_8,12,95,5.595240437815606,1,Lluvia,0,No
2024-04-11,Est_8,15,79,5.99833066529667,1,Soleado,0,No
2024-04-11,Est_8,18,120,4.210628215223869,1,Soleado,1,Si
2024-04-11,Est_8,21,76,9.082506667312671,1,Lluvia,0,No
2024-04-11,Est_9,6,120,1.873830590752117,1,Soleado,1,Si
2024-04-11,Est_9,9,73,9.587044974641662,1,Soleado,0,No
2024-04-11,Est_9,12,83,6.375708392672119,1,Soleado,0,No
2024-04-11,Est_9,15,87,5.304895991439463,1,Soleado,0,No
2024-04-11,Est_9,18,126,4.736654081751177,0,Soleado,1,Si
2024-04-11,Est_9,21,90,8.00298220713686,1,Soleado,0,No
2024-04-11,Est_10,6,115,5.137628726672559,1,Soleado,1,Si
2024-04-11,Est_10,9,83,7.378360594640016,1,Lluvia,0,No
2024-04-11,Est_10,12,87,8.314070188794691,1,Soleado,0,No
2024-04-11,Est_10,15,76,9.209006013626473,1,Soleado,0,No
2024-04-11,Est_10,18,115,5.960719692801236,0,Soleado,1,Si
2024-04-11,Est_10,21,70,6.7142453410032825,1,Lluvia,0,No
2024-04-12,Est_1,6,118,4.719655762757022,1,Nublado,1,Si
2024-04-12,Est_1,9,87,4.55429013442729,1,Lluvia,0,No
2024-04-12,Est_1,12,87,5.576625218762744,1,Lluvia,0,No
2024-04-12,Est_1,15,93,9.621044796873338,1,Nublado,0,No
2024-04-12,Est_1,18,112,4.206533437903977,1,Lluvia,1,Si
2024-04-12,Est_1,21,68,5.415163535859621,1,Soleado,0,No
2024-04-12,Est_2,6,120,2.9475274417507844,1,Soleado,1,Si
2024-04-12,Est_2,9,81,9.980913998846212,1,Nublado,0,No
2024-04-12,Est_2,12,84,7.396030122000505,1,Lluvia,0,No
2024-04-12,Est_2,15,77,8.908530250160151,0,Lluvia,0,No
2024-04-12,Est_2,18,131,3.3046944129891145,1,Lluvia,1,Si
2024-04-12,Est_2,21,72,10.617515013367631,1,Nublado,0,No
2024-04-12,Est_3,6,121,5.386628810214126,1,Lluvia,1,Si
2024-04-12,Est_3,9,78,5.137359136777564,0,Soleado,0,No
2024-04-12,Est_3,12,85,7.834829686800637,1,Nublado,0,No
2024-04-12,Est_3,15,76,4.9967776463501625,1,Soleado,0,No
2024-04-12,Est_3,18,115,4.124601010480992,1,Soleado,1,Si
2024-04-12,Est_3,21,79,8.557568276528976,1,Soleado,0,No
2024-04-12,Est_4,6,116,4.382860089325996,1,Soleado,1,Si
2024-04-12,Est_4,9,97,8.730851101383621,1,Nublado,0,No
2024-04-12,Est_4,12,81,3.267508969880516,1,Nublado,0,No
2024-04-12,Est_4,15,86,6.012627381499227,1,Soleado,0,No
2024-04-12,Est_4,18,124,4.120203095654096,1,Nublado,1,Si
2024-04-12,Est_4,21,77,7.336324606436189,1,Nublado,0,No
2024-04-12,Est_5,6,116,4.567176956186443,1,Nublado,1,Si
2024-04-12,Est_5,9,84,5.824369718313358,1,Soleado,0,No
2024-04-12,Est_5,12,70,6.859919711650077,1,Lluvia,0,No
2024-04-12,Est_5,15,81,6.206001831327444,1,Nublado,0,No
2024-04-12,Est_5,18,147,5.337896175871324,1,Soleado,1,Si
2024-04-12,Est_5,21,87,8.039084132675288,1,Soleado,0,No
2024-04-12,Est_6,6,128,5.351036681529722,1,Lluvia,1,Si
2024-04-12,Est_6,9,78,6.627207072888326,1,Soleado,0,No
2024-04-12,Est_6,12,90,4.073347203942063,1,Soleado,0,No
2024-04-12,Est_6,15,57,7.2153819047577405,0,Lluvia,0,No
2024-04-12,Est_6,18,151,3.704175559115351,1,Lluvia,1,Si
2024-04-12,Est_6,21,99,8.919197397486627,1,Soleado,0,No
2024-04-12,Est_7,6,123,3.905596295288886,1,Soleado,1,Si
2024-04-12,Est_7,9,83,7.542125975909654,1,Nublado,0,No
2024-04-12,Est_7,12,78,6.54871037928876,1,Lluvia,0,No
2024-04-12,Est_7,15,65,5.185784596871792,1,Soleado,0,No
2024-04-12,Est_7,18,125,4.274657774230194,0,Lluvia,1,Si
2024-04-12,Est_7,21,72,6.081749624267768,1,Soleado,0,No
2024-04-12,Est_8,6,95,2.135965868739061,0,Nublado,0,Si
2024-04-12,Est_8,9,75,8.977453487279003,1,Soleado,0,No
2024-04-12,Est_8,12,74,7.710207848552843,1,Nublado,0,No
2024-04-12,Est_8,15,60,6.59853836365181,1,Lluvia,0,No
2024-04-12,Est_8,18,110,4.834001947164006,1,Lluvia,1,Si
2024-04-12,Est_8,21,65,5.655036659027187,1,Soleado,0,No
2024-04-12,Est_9,6,120,3.4421842687340414,1,Soleado,1,Si
2024-04-12,Est_9,9,82,4.553086276808582,1,Soleado,0,No
2024-04-12,Est_9,12,69,5.268455997650523,1,Soleado,0,No
2024-04-12,Est_9,15,85,4.372256789872422,1,Soleado,0,No
2024-04-12,Est_9,18,135,3.496674471609913,1,Soleado,1,Si
2024-04-12,Est_9,21,85,5.871347143970448,1,Lluvia,0,No
2024-04-12,Est_10,6,117,3.829701306323806,1,Soleado,1,Si
2024-04-12,Est_10,9,84,8.99586235605856,1,Soleado,0,No
2024-04-12,Est_10,12,79,4.69743962870146,1,Nublado,0,No
2024-04-12,Est_10,15,91,4.179984949138355,1,Nublado,0,No
2024-04-12,Est_10,18,132,3.571525428891805,1,Soleado,1,Si
2024-04-12,Est_10,21,91,5.984507292312204,1,Lluvia,0,No
2024-04-13,Est_1,6,126,6.775240500334892,1,Nublado,1,Si
2024-04-13,Est_1,9,85,5.232938698935429,1,Soleado,0,No
2024-04-13,Est_1,12,87,5.424788890596782,1,Nublado,0,No
2024-04-13,Est_1,15,72,8.136242724006228,1,Nublado,0,No
2024-04-13,Est_1,18,133,3.729723550811953,1,Lluvia,1,Si
2024-04-13,Est_1,21,75,8.874428357945,0,Soleado,0,No
2024-04-13,Est_2,6,112,3.3937213719733417,1,Soleado,1,Si
2024-04-13,Est_2,9,74,9.867128630709583,1,Soleado,0,No
2024-04-13,Est_2,12,93,7.018748982860876,0,Soleado,0,No
2024-04-13,Est_2,15,83,11.302604583500152,1,Soleado,0,No
2024-04-13,Est_2,18,106,5.34349458868901,1,Lluvia,1,Si
2024-04-13,Est_2,21,88,4.213147822902569,1,Lluvia,0,No
2024-04-13,Est_3,6,113,3.6783974950080616,1,Nublado,1,Si
2024-04-13,Est_3,9,82,5.931668854526423,1,Soleado,0,No
2024-04-13,Est_3,12,84,5.682515384230392,0,Lluvia,0,No
2024-04-13,Est_3,15,95,6.432988151472674,1,Soleado,0,No
2024-04-13,Est_3,18,128,3.6255888491544126,1,Soleado,1,Si
2024-04-13,Est_3,21,81,9.033164201658243,1,Nublado,0,No
2024-04-13,Est_4,6,120,1.7714246830862297,1,Soleado,1,Si
2024-04-13,Est_4,9,73,8.314683468254403,1,Soleado,0,No
2024-04-13,Est_4,12,78,8.915448079132283,1,Soleado,0,No
2024-04-13,Est_4,15,77,7.507035221652562,1,Soleado,0,No
2024-04-13,Est_4,18,106,5.324937463106928,1,Nublado,1,Si
2024-04-13,Est_4,21,80,5.461370974539584,1,Soleado,0,No
2024-04-13,Est_5,6,118,4.457805849959021,1,Lluvia,1,Si
2024-04-13,Est_5,9,67,7.624669057152179,1,Nublado,0,No
2024-04-13,Est_5,12,65,7.294197188535861,1,Soleado,0,No
2024-04-13,Est_5,15,84,5.643897565395999,0,Soleado,0,No
2024-04-13,Est_5,18,126,6.370657432078378,1,Lluvia,1,Si
2024-04-13,Est_5,21,82,4.6814053199639005,1,Nublado,0,No
2024-04-13,Est_6,6,119,5.754176640342791,1,Lluvia,1,Si
2024-04-13,Est_6,9,85,9.694541234390446,1,Soleado,0,No
2024-04-13,Est_6,12,87,8.018396935088917,1,Soleado,0,No
2024-04-13,Est_6,15,77,6.794506765836313,1,Nublado,0,No
2024-04-13,Est_6,18,108,3.2700013951913824,1,Lluvia,1,Si
2024-04-13,Est_6,21,78,4.468983479333934,1,Soleado,0,No
2024-04-13,Est_7,6,125,5.6007220797594925,1,Soleado,1,Si
2024-04-13,Est_7,9,83,7.196597779323773,1,Soleado,0,No
2024-04-13,Est_7,12,68,7.758948330183798,1,Soleado,0,No
2024-04-13,Est_7,15,81,5.90759169639008,1,Nublado,0,No
2024-04-13,Est_7,18,115,3.775674133187053,1,Lluvia,1,Si
2024-04-13,Est_7,21,77,7.117214594454471,1,Soleado,0,No
2024-04-13,Est_8,6,118,5.758383862753812,1,Soleado,1,Si
2024-04-13,Est_8,9,79,9.233669662492437,1,Nublado,0,No
2024-04-13,Est_8,12,74,7.653963084250069,1,Lluvia,0,No
2024-04-13,Est_8,15,85,3.201630872170472,1,Lluvia,0,No
2024-04-13,Est_8,18,102,3.987598971814172,1,Nublado,1,Si
2024-04-13,Est_8,21,77,6.395386016402454,1,Lluvia,0,No
2024-04-13,Est_9,6,116,4.088968350181683,1,Lluvia,1,Si
2024-04-13,Est_9,9,82,6.884168432165431,1,Nublado,0,No
2024-04-13,Est_9,12,90,7.69981796717519,1,Lluvia,0,No
2024-04-13,Est_9,15,81,9.019338634304123,1,Nublado,0,No
2024-04-13,Est_9,18,122,5.218281796652361,1,Nublado,1,Si
2024-04-13,Est_9,21,72,6.0788161524875255,0,Soleado,0,No
2024-04-13,Est_10,6,108,4.283531626093993,0,Soleado,1,Si
2024-04-13,Est_10,9,80,5.117296942039908,1,Lluvia,0,No
2024-04-13,Est_10,12,69,9.5435843167163,1,Nublado,0,No
2024-04-13,Est_10,15,103,9.845933042159668,0,Soleado,1,No
2024-04-13,Est_10,18,109,4.382264946554514,1,Lluvia,1,Si
